arr_observation_id,article_id,company_id,observation_date,observation_status,date_parse_status,observation_year,observation_quarter,observation_month,arr_usd,revenue_raw,source_currency,company_match_status,source_file,parse_method_version,pipeline_run_id
bb213ff1-02bd-5d4f-a89c-356aab50dd8b,ART0147,245ee582-6dec-5cc1-a198-e4acaa865688,2023-12-22,DATED,PARSED,2023,4,12,1250000000,$1.250B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
947fdf9d-eca4-5a1b-9aa7-5f2443289f34,ART0149,f36a832f-cd27-58af-b8c6-fb63f6bea323,2021-05-11,DATED,PARSED,2021,2,5,52500000000,"£41,338,582,677",GBP,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
b08d9f9e-538c-5d57-bbf3-f99a15d7027f,ART0155,5ed089c3-b138-5004-b73c-fbfc8d07c0ca,2020-11-19,DATED,PARSED,2020,4,11,95000000,$0.095 billion,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
6d929182-0d99-5f45-9bdb-3f93715803dd,ART0157,5449894a-8967-53fd-96aa-711e4f2caebf,2021-09-03,DATED,PARSED,2021,3,9,45000000,$42.8M - $47.2M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
428e437d-3480-5024-8133-cb81941cfe11,ART0158,8f05416c-1b7c-5110-a049-ff66e663eccf,2022-07-28,DATED,PARSED,2022,3,7,1900000000,1900.0M USD,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
5d939ba7-d8e1-5f2a-91f7-88142ac73a77,ART0159,7404b547-e172-5517-92d1-7c31c711048b,2021-11-02,DATED,PARSED,2021,4,11,4300000000,$4.300B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
9bb4cb3a-8240-573a-9c46-1b190b1d52ca,ART0161,771af71e-0eea-5ae0-9aff-9a0609ace44a,2022-10-26,DATED,PARSED,2022,4,10,25000000000,$25.000B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
b8971884-8f6c-58e3-b0b5-75473125c30a,ART0163,9b997e26-b47f-511c-b401-d9b3a6ac9c4f,2023-03-18,DATED,PARSED,2023,1,3,1480000000,1480.0M USD,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
dcf365a7-6851-5f46-b91a-37077d8cf4f7,ART0165,08256776-704b-50e0-92ce-c74e516f9c80,2020-05-29,DATED,PARSED,2020,2,5,24500000000,$24.500B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
0e5ad3a0-06d1-5679-b331-28bf007ea135,ART0168,7404b547-e172-5517-92d1-7c31c711048b,2022-02-15,DATED,PARSED,2022,1,2,5000000000,$5.000B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
5993e1c4-7dba-560e-81de-d5431e840241,ART0169,a992e412-2b10-50bc-bf9c-23b7974ddb91,2020-05-17,DATED,PARSED,2020,2,5,11200000000,"$11,200,000,000",USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
6174a7c9-4419-5e48-bc0e-f00330c08fba,ART0170,5449894a-8967-53fd-96aa-711e4f2caebf,2022-10-28,DATED,PARSED,2022,4,10,250000000,$0.250 billion,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
ffd9cc02-19b9-5038-849d-e77d01a17c0d,ART0172,8f05416c-1b7c-5110-a049-ff66e663eccf,2022-05-02,DATED,PARSED,2022,2,5,1820000000,$1.820B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
6bc9c171-83f5-51f1-94cc-1587250918bc,ART0173,5449894a-8967-53fd-96aa-711e4f2caebf,2022-04-25,DATED,PARSED,2022,2,4,130000000,$130.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
5dd2652c-214b-5180-8591-279e7644730b,ART0175,08256776-704b-50e0-92ce-c74e516f9c80,2020-08-28,DATED,PARSED,2020,3,8,25200000000,$23940.0M - $26460.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
ec9d9812-2ea2-5d3e-880f-81f3f127d31a,ART0177,1eabfb03-492b-52d1-9f8f-afbd3e484ada,2020-10-25,DATED,PARSED,2020,4,10,340000000,$340.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
f407814b-4782-5312-8a79-86f62e63427a,ART0179,f36a832f-cd27-58af-b8c6-fb63f6bea323,2023-01-24,DATED,PARSED,2023,1,1,71000000000,$71.000B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
2b94e900-771c-5c1b-a5ab-0e61d8d0a102,ART0180,f36a832f-cd27-58af-b8c6-fb63f6bea323,2021-04-18,DATED,PARSED,2021,2,4,52500000000,"$52,500,000,000",USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
44ac146a-c12a-56f1-9150-2a0e1e701b5b,ART0181,dd92adee-a175-5086-8ee3-31cafbbd4d9a,2020-01-14,DATED,PARSED,2020,1,1,390000000,$370.5M - $409.5M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
d34feaac-92aa-5ec8-b468-ad638d363552,ART0184,dd92adee-a175-5086-8ee3-31cafbbd4d9a,2023-08-13,DATED,PARSED,2023,3,8,1260000000,$1.260B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
164e7984-0d51-50e3-a7b4-656aec00fbdf,ART0185,5c86f678-723f-56ff-bd4b-8440df5459ba,2021-07-28,DATED,PARSED,2021,3,7,340000000,$340.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
7e0cae13-55fc-55eb-8da2-ee8f0bf49562,ART0186,5c86f678-723f-56ff-bd4b-8440df5459ba,2020-11-28,DATED,PARSED,2020,4,11,175000001,"£137,795,276",GBP,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
a93eee9c-706a-5196-9277-fe2889ac3629,ART0187,9b997e26-b47f-511c-b401-d9b3a6ac9c4f,2021-12-09,DATED,PARSED,2021,4,12,990000000,990.0M USD,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
9fc1e735-6fec-584a-af35-123015d2e901,ART0188,5ed089c3-b138-5004-b73c-fbfc8d07c0ca,2021-07-13,DATED,PARSED,2021,3,7,240000000,240.0M USD,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
721bd1e1-f821-5445-b9cb-b0fa12e1e491,ART0189,9d4d58c5-91bd-5317-85a0-a0cd048740af,2021-05-19,DATED,PARSED,2021,2,5,245000000,"£192,913,386",GBP,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
feff45d8-b5ba-5154-9979-d3f681259e5b,ART0192,1eabfb03-492b-52d1-9f8f-afbd3e484ada,2020-12-13,DATED,PARSED,2020,4,12,340000000,"¥51,000,000,000",JPY,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
c96e060e-8e89-577a-b254-bf82bf5f6d1d,ART0198,245ee582-6dec-5cc1-a198-e4acaa865688,2022-01-06,DATED,PARSED,2022,1,1,1010000000,$1.010B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
018e991e-c044-5161-8a68-83520f3b59f1,ART0199,1eabfb03-492b-52d1-9f8f-afbd3e484ada,2023-10-19,DATED,PARSED,2023,4,10,980000000,$980.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
9d32bfe6-0f07-5169-9c3f-b8773e47d76d,ART0200,245ee582-6dec-5cc1-a198-e4acaa865688,2023-11-09,DATED,PARSED,2023,4,11,1250000000,"€1,136,363,636",EUR,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
4990f951-c1b0-5580-b461-41d46411ad93,ART0202,8f05416c-1b7c-5110-a049-ff66e663eccf,2021-09-06,DATED,PARSED,2021,3,9,1380000000,$1.380B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
edaebfe0-75af-5d42-a445-c9a6d7b52290,ART0204,1eabfb03-492b-52d1-9f8f-afbd3e484ada,2022-03-07,DATED,PARSED,2022,1,3,600000000,$570.0M - $630.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
11eb7817-cd23-5ba9-adfa-587b59121c86,ART0206,fa848049-e1a2-57f0-935a-4d48dcaddc61,2023-04-23,DATED,PARSED,2023,2,4,2520000000,$2520.0 million,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
481ef16b-183d-5d34-9c02-e57b695e0081,ART0207,7404b547-e172-5517-92d1-7c31c711048b,2020-10-09,DATED,PARSED,2020,4,10,2600000000,$2600.0 million,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
c1d6075d-e27f-5851-bf3b-090183a13dba,ART0209,1eabfb03-492b-52d1-9f8f-afbd3e484ada,2021-03-27,DATED,PARSED,2021,1,3,390000000,"¥58,500,000,000",JPY,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
b635d546-b6bd-5011-b5c5-3063f9a7c26c,ART0210,245ee582-6dec-5cc1-a198-e4acaa865688,2020-08-19,DATED,PARSED,2020,3,8,700000000,"¥105,000,000,000",JPY,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
e2fc703a-71e0-57f9-9db2-3ceab57a0b06,ART0211,8d99fa8b-ca33-5878-9209-2b1f97f99f6b,2021-09-01,DATED,PARSED,2021,3,9,305000000,$305.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
d7887c25-9f6f-5d4a-956b-49578d395650,ART0212,9d4d58c5-91bd-5317-85a0-a0cd048740af,2022-05-26,DATED,PARSED,2022,2,5,315000000,$299.2M - $330.8M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
c0ac0f82-39b3-5982-a72f-647c9e19dce4,ART0213,fa848049-e1a2-57f0-935a-4d48dcaddc61,2023-03-18,DATED,PARSED,2023,1,3,2350000000,$2.350 billion,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
61709e5e-65b3-51e2-b1f2-ac6d761f0356,ART0217,8d99fa8b-ca33-5878-9209-2b1f97f99f6b,2020-02-03,DATED,PARSED,2020,1,2,100000000,$100.0 million,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
82e4b180-029d-5889-b972-0af4a2e27599,ART0219,8d99fa8b-ca33-5878-9209-2b1f97f99f6b,2023-12-12,DATED,PARSED,2023,4,12,760000000,$722.0M - $798.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
40012a80-9c43-5724-87e5-b58fb305a91a,ART0220,8f05416c-1b7c-5110-a049-ff66e663eccf,2022-05-14,DATED,PARSED,2022,2,5,1820000000,$1.820B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
17f2bbb0-4b12-5efd-ae2b-0e98b20550fe,ART0221,f36a832f-cd27-58af-b8c6-fb63f6bea323,2020-09-29,DATED,PARSED,2020,3,9,44500000000,"¥6,675,000,000,000",JPY,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
b89ed379-0887-5373-9189-fe793eeb128d,ART0222,7404b547-e172-5517-92d1-7c31c711048b,2023-11-07,DATED,PARSED,2023,4,11,8500000000,"£6,692,913,386",GBP,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
3e72cd8f-d9a2-5638-be07-50933811b244,ART0223,a992e412-2b10-50bc-bf9c-23b7974ddb91,2023-05-15,DATED,PARSED,2023,2,5,36000000000,$34200.0M - $37800.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
92208b15-967c-542d-8a6d-28f0b3d5bf03,ART0224,fa848049-e1a2-57f0-935a-4d48dcaddc61,2020-04-21,DATED,PARSED,2020,2,4,620000000,$589.0M - $651.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
61dc326a-462b-55b9-94c3-3f0ddff64ff8,ART0225,771af71e-0eea-5ae0-9aff-9a0609ace44a,2022-05-11,DATED,PARSED,2022,2,5,25000000000,"$25,000,000,000",USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
b3bf2488-b714-541b-8251-e16da38c6142,ART0226,5449894a-8967-53fd-96aa-711e4f2caebf,2022-11-03,DATED,PARSED,2022,4,11,95000000,$90.2M - $99.8M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
6d25f0a6-225f-57f3-8338-fa30dc7a9ebb,ART0228,7404b547-e172-5517-92d1-7c31c711048b,2022-07-17,DATED,PARSED,2022,3,7,6100000000,"$6,100,000,000",USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
c35133b7-e7b9-5c82-b846-3d1d417c4249,ART0230,1eabfb03-492b-52d1-9f8f-afbd3e484ada,2020-06-06,DATED,PARSED,2020,2,6,285000000,"€259,090,909",EUR,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
f83a9019-333b-530b-ad7c-72a3ce49f4e1,ART0231,bd719dfe-542a-55b1-b391-b5ab6875b1e2,2022-11-08,DATED,PARSED,2022,4,11,1130000001,"£889,763,780",GBP,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
f4bd39cb-dbc1-5c0f-9caf-83d614198f10,ART0232,245ee582-6dec-5cc1-a198-e4acaa865688,2023-09-04,DATED,PARSED,2023,3,9,1200000000,$1.200B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
c52f30cf-a86b-563a-b442-c5ef75991040,ART0233,ea56a6ce-74c8-5db9-a8e0-55f570076e47,2022-11-22,DATED,PARSED,2022,4,11,81000000000,"€73,636,363,636",EUR,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
f7bb583d-8ec7-5d99-938e-c2fba8ef1f8d,ART0234,08256776-704b-50e0-92ce-c74e516f9c80,2023-02-28,DATED,PARSED,2023,1,2,82000000000,"£64,566,929,134",GBP,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
8cf69d22-d630-5531-aed5-9e8e8ba47048,ART0236,a992e412-2b10-50bc-bf9c-23b7974ddb91,2022-04-25,DATED,PARSED,2022,2,4,17800000000,$16910.0M - $18690.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
faf5931b-10bc-5e6c-a7a8-273214a68092,ART0237,1eabfb03-492b-52d1-9f8f-afbd3e484ada,2020-05-07,DATED,PARSED,2020,2,5,285000000,"€259,090,909",EUR,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
0a64b368-d7de-5a20-ba06-766fec182a7f,ART0239,6e09eb1e-79ed-5163-8702-a611f7c20c68,2022-08-06,DATED,PARSED,2022,3,8,1550000000,"€1,409,090,909",EUR,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
5b6e6c42-940e-51a9-8a0e-4f6ca7c15dae,ART0240,771af71e-0eea-5ae0-9aff-9a0609ace44a,2020-04-10,DATED,PARSED,2020,2,4,10200000000,"£8,031,496,063",GBP,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
81e65893-448a-529d-987c-f480521e4934,ART0241,bd719dfe-542a-55b1-b391-b5ab6875b1e2,2020-07-27,DATED,PARSED,2020,3,7,165000000,$165.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
a1257043-fc98-5609-b1b0-15aedc032844,ART0242,1eabfb03-492b-52d1-9f8f-afbd3e484ada,2021-06-14,DATED,PARSED,2021,2,6,455000000,$455.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
49e07ba6-29c8-5547-a274-e7c71e7a36bf,ART0243,1eabfb03-492b-52d1-9f8f-afbd3e484ada,2022-03-19,DATED,PARSED,2022,1,3,600000000,$600.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
fab4b2e0-ef17-5443-81a7-63007d909e41,ART0246,ea56a6ce-74c8-5db9-a8e0-55f570076e47,2021-10-15,DATED,PARSED,2021,4,10,65000000000,"¥9,750,000,000,000",JPY,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
85bd98dd-c501-5322-a1f5-448fd922bdeb,ART0247,ea56a6ce-74c8-5db9-a8e0-55f570076e47,2021-05-22,DATED,PARSED,2021,2,5,58000000000,$58000.0 million,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
cfd444df-c3f3-5d86-8194-f5bd779eb4c0,ART0249,5449894a-8967-53fd-96aa-711e4f2caebf,2023-05-17,DATED,PARSED,2023,2,5,380000000,$380.0 million,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
3205e82a-7e2a-5913-aacf-1eb2f49736c0,ART0250,5449894a-8967-53fd-96aa-711e4f2caebf,2020-10-29,DATED,PARSED,2020,4,10,12000000,"€10,909,091",EUR,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
219c9dfc-f8a5-5b9c-b599-70be058735bc,ART0251,8f05416c-1b7c-5110-a049-ff66e663eccf,2021-10-22,DATED,PARSED,2021,4,10,1550000000,$1.550B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
857ecd2a-5365-5a5b-8d43-386562c61be3,ART0252,fa848049-e1a2-57f0-935a-4d48dcaddc61,2023-11-11,DATED,PARSED,2023,4,11,2800000000,$2800.0 million,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
474a8d7f-b4ab-5d14-95d0-c3219e186953,ART0253,8d99fa8b-ca33-5878-9209-2b1f97f99f6b,2020-08-01,DATED,PARSED,2020,3,8,135000000,"€122,727,273",EUR,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
dc52b9a2-e12b-5400-acaf-f5879c935766,ART0254,8d99fa8b-ca33-5878-9209-2b1f97f99f6b,2021-11-18,DATED,PARSED,2021,4,11,340000000,$340.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
5c35d287-06f9-5527-8e81-e3d50d50045a,ART0257,8f05416c-1b7c-5110-a049-ff66e663eccf,2023-06-10,DATED,PARSED,2023,2,6,2600000000,"$2,600,000,000",USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
5593b834-a195-5d68-a34b-86e2202e3b52,ART0258,7404b547-e172-5517-92d1-7c31c711048b,2023-02-08,DATED,PARSED,2023,1,2,7000000000,$7.000B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
182459b5-b12d-5162-8960-b100dc39bb3f,ART0259,f36a832f-cd27-58af-b8c6-fb63f6bea323,2022-01-08,DATED,PARSED,2022,1,1,61000000000,"$61,000,000,000",USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
2d308441-d077-5aab-a2b5-26cb54a17cd3,ART0261,5449894a-8967-53fd-96aa-711e4f2caebf,2022-06-19,DATED,PARSED,2022,2,6,130000000,$130.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
94b7f3c4-a2ea-59a1-9606-a96aef67c7ae,ART0262,1eabfb03-492b-52d1-9f8f-afbd3e484ada,2023-02-07,DATED,PARSED,2023,1,2,790000000,"¥118,500,000,000",JPY,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
de8e1d7f-664a-5d6c-846d-c3eb9106579a,ART0263,9b997e26-b47f-511c-b401-d9b3a6ac9c4f,2022-11-24,DATED,PARSED,2022,4,11,1380000000,$1.380B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
5e0fe93b-63bc-5bbf-bfc6-2f80b0e262a2,ART0264,5c86f678-723f-56ff-bd4b-8440df5459ba,2022-06-10,DATED,PARSED,2022,2,6,610000000,"£480,314,961",GBP,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
0cf5861a-beb2-5323-9ac2-99e9eb04cead,ART0268,fa848049-e1a2-57f0-935a-4d48dcaddc61,2022-10-03,DATED,PARSED,2022,4,10,2180000000,$2.180 billion,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
1baa9970-81fe-58fe-bfff-5c54baec7364,ART0269,08256776-704b-50e0-92ce-c74e516f9c80,2021-03-08,DATED,PARSED,2021,1,3,31000000000,$31.000B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
982b3fe6-fc02-5fe0-92a4-8224e436c709,ART0270,9b997e26-b47f-511c-b401-d9b3a6ac9c4f,2020-02-29,DATED,PARSED,2020,1,2,500000000,"¥75,000,000,000",JPY,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
1e70c2cb-1ae6-5f4f-afde-9bcce9dc635e,ART0272,ea56a6ce-74c8-5db9-a8e0-55f570076e47,2023-11-11,DATED,PARSED,2023,4,11,95000000000,$95.000B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
3c7ed9d0-96ee-55c2-b321-96bb2ebb7c20,ART0273,8d99fa8b-ca33-5878-9209-2b1f97f99f6b,2022-11-17,DATED,PARSED,2022,4,11,570000000,$570.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
677a1ae4-c640-5888-8ae6-c537d8d1a2cd,ART0274,8d99fa8b-ca33-5878-9209-2b1f97f99f6b,2022-05-17,DATED,PARSED,2022,2,5,430000000,$408.5M - $451.5M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
62f1b93e-94c2-51fa-976d-ea6ceb492c22,ART0275,9b997e26-b47f-511c-b401-d9b3a6ac9c4f,2022-02-05,DATED,PARSED,2022,1,2,1080000000,"€981,818,182",EUR,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
68041da4-aba3-57fa-9ad8-5d15e8730918,ART0277,1eabfb03-492b-52d1-9f8f-afbd3e484ada,2023-03-17,DATED,PARSED,2023,1,3,790000000,$750.5M - $829.5M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
a90a2bf8-0385-5b8a-a01c-dbb6abcf26e2,ART0278,ea56a6ce-74c8-5db9-a8e0-55f570076e47,2020-07-18,DATED,PARSED,2020,3,7,45500000000,$45.500B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
b4795ba8-695d-5e09-8bfe-726b3f31aefb,ART0285,ea56a6ce-74c8-5db9-a8e0-55f570076e47,2020-02-09,DATED,PARSED,2020,1,2,38000000000,$38.000B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
7760b39f-c527-59fe-9eaf-e1a2e40cb5a2,ART0286,771af71e-0eea-5ae0-9aff-9a0609ace44a,2021-06-07,DATED,PARSED,2021,2,6,14500000000,"$14,500,000,000",USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
23545fba-1c3d-5736-b13a-37daa1bfef95,ART0290,5c86f678-723f-56ff-bd4b-8440df5459ba,2023-03-21,DATED,PARSED,2023,1,3,830000000,$0.830 billion,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
a405d234-a150-5a36-a4b5-10d95fb5f923,ART0292,f36a832f-cd27-58af-b8c6-fb63f6bea323,2023-08-18,DATED,PARSED,2023,3,8,75800000000,"€68,909,090,909",EUR,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
06fddf63-6a5c-5824-88e3-8a0ae89ea64e,ART0293,30365688-fa79-5b90-b869-7fc216599069,2023-11-13,DATED,PARSED,2023,4,11,2400000000,"$2,400,000,000",USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
1b517a8e-c714-5cfe-8f32-133c5f34a5cf,ART0294,dd92adee-a175-5086-8ee3-31cafbbd4d9a,2023-10-21,DATED,PARSED,2023,4,10,1350000000,$1350.0 million,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
a3dc8e3e-e585-5031-a2ce-eba086bba084,ART0295,6e09eb1e-79ed-5163-8702-a611f7c20c68,2020-05-09,DATED,PARSED,2020,2,5,1080000000,"£850,393,701",GBP,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
95848387-4091-5db3-8e8c-644d0a1be228,ART0299,9d4d58c5-91bd-5317-85a0-a0cd048740af,2023-07-29,DATED,PARSED,2023,3,7,355000000,$355.0M,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
f60afc2b-a952-5139-afcd-6eddebe2c8ba,ART0300,dd92adee-a175-5086-8ee3-31cafbbd4d9a,2023-09-07,DATED,PARSED,2023,3,9,1260000000,"€1,145,454,545",EUR,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
718f241d-f670-5f91-8ce4-0b37de018252,ART0301,bd719dfe-542a-55b1-b391-b5ab6875b1e2,2020-12-02,DATED,PARSED,2020,4,12,190000000,"£149,606,299",GBP,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
e331722a-2cd8-5e5d-9401-bc82b32ed1b5,ART0303,245ee582-6dec-5cc1-a198-e4acaa865688,2023-04-13,DATED,PARSED,2023,2,4,1160000000,$1.160B,USD,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
7403a019-cfc3-575b-94e8-93371fc27cd5,ART0304,9b997e26-b47f-511c-b401-d9b3a6ac9c4f,2022-05-07,DATED,PARSED,2022,2,5,1180000000,"¥177,000,000,000",JPY,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
ca948611-8374-5c99-9619-4bfca376b1ba,ART0305,fa848049-e1a2-57f0-935a-4d48dcaddc61,2023-01-26,DATED,PARSED,2023,1,1,2350000000,"€2,136,363,636",EUR,MATCHED,tech_news.csv,1.0.0,57ec45a1-9a06-4385-9e42-2d255db54746
